symbol,timestamp,open,high,low,close,volume,trade_count,vwap
AAPL,2023-06-20 04:00:00+00:00,184.41,186.1,184.41,185.01,49819147.0,578581.0,185.270676
AAPL,2023-06-21 04:00:00+00:00,184.9,185.41,182.5901,183.96,49536121.0,522140.0,184.080705
AAPL,2023-06-22 04:00:00+00:00,183.74,187.045,183.67,187.0,51244971.0,563068.0,186.116588
AAPL,2023-06-23 04:00:00+00:00,185.55,187.56,185.01,186.68,52123032.0,530254.0,186.492215
AAPL,2023-06-26 04:00:00+00:00,186.83,188.05,185.23,185.27,48089428.0,584497.0,186.329204
AAPL,2023-06-27 04:00:00+00:00,185.89,188.39,185.67,188.04,44316832.0,507499.0,187.423226
AAPL,2023-06-28 04:00:00+00:00,187.93,189.9,187.6,189.25,50189711.0,547889.0,188.891744
